Date,Hospital,Blood Type,Demand
30-01-2024,Sundaram Medical Foundation,AB+,124
01-01-2024,Sundaram Medical Foundation,AB-,133
02-01-2024,Sundaram Medical Foundation,AB-,133
03-01-2024,Sundaram Medical Foundation,AB-,122
04-01-2024,Sundaram Medical Foundation,AB-,125
05-01-2024,Sundaram Medical Foundation,AB-,131
06-01-2024,Sundaram Medical Foundation,AB-,121
07-01-2024,Sundaram Medical Foundation,AB-,134
08-01-2024,Sundaram Medical Foundation,AB-,127
09-01-2024,Sundaram Medical Foundation,AB-,126
10-01-2024,Sundaram Medical Foundation,AB-,138
11-01-2024,Sundaram Medical Foundation,AB-,131
12-01-2024,Sundaram Medical Foundation,AB-,135
13-01-2024,Sundaram Medical Foundation,AB-,135
14-01-2024,Sundaram Medical Foundation,AB-,135
15-01-2024,Sundaram Medical Foundation,AB-,119
16-01-2024,Sundaram Medical Foundation,AB-,126
17-01-2024,Sundaram Medical Foundation,AB-,137
18-01-2024,Sundaram Medical Foundation,AB-,124
19-01-2024,Sundaram Medical Foundation,AB-,121
20-01-2024,Sundaram Medical Foundation,AB-,123
21-01-2024,Sundaram Medical Foundation,AB-,131
22-01-2024,Sundaram Medical Foundation,AB-,133
23-01-2024,Sundaram Medical Foundation,AB-,132
24-01-2024,Sundaram Medical Foundation,AB-,134
25-01-2024,Sundaram Medical Foundation,AB-,136
26-01-2024,Sundaram Medical Foundation,AB-,129
27-01-2024,Sundaram Medical Foundation,AB-,121
28-01-2024,Sundaram Medical Foundation,AB-,128
29-01-2024,Sundaram Medical Foundation,AB-,128
30-01-2024,Sundaram Medical Foundation,AB-,134
01-01-2024,Ganga Hospital,A+,99
02-01-2024,Ganga Hospital,A+,89
03-01-2024,Ganga Hospital,A+,98
04-01-2024,Ganga Hospital,A+,89
05-01-2024,Ganga Hospital,A+,88
06-01-2024,Ganga Hospital,A+,88
07-01-2024,Ganga Hospital,A+,84
08-01-2024,Ganga Hospital,A+,82
09-01-2024,Ganga Hospital,A+,85
10-01-2024,Ganga Hospital,A+,86
11-01-2024,Ganga Hospital,A+,82
12-01-2024,Ganga Hospital,A+,96
13-01-2024,Ganga Hospital,A+,86
14-01-2024,Ganga Hospital,A+,94
15-01-2024,Ganga Hospital,A+,89
16-01-2024,Ganga Hospital,A+,89
17-01-2024,Ganga Hospital,A+,86
18-01-2024,Ganga Hospital,A+,90
19-01-2024,Ganga Hospital,A+,82
20-01-2024,Ganga Hospital,A+,85
21-01-2024,Ganga Hospital,A+,84
22-01-2024,Ganga Hospital,A+,83
23-01-2024,Ganga Hospital,A+,89
24-01-2024,Ganga Hospital,A+,90
25-01-2024,Ganga Hospital,A+,83
26-01-2024,Ganga Hospital,A+,95
27-01-2024,Ganga Hospital,A+,95
28-01-2024,Ganga Hospital,A+,85
29-01-2024,Ganga Hospital,A+,87
30-01-2024,Ganga Hospital,A+,92
01-01-2024,Ganga Hospital,A-,80
02-01-2024,Ganga Hospital,A-,79
03-01-2024,Ganga Hospital,A-,79
04-01-2024,Ganga Hospital,A-,68
05-01-2024,Ganga Hospital,A-,79
06-01-2024,Ganga Hospital,A-,85
07-01-2024,Ganga Hospital,A-,72
08-01-2024,Ganga Hospital,A-,82
09-01-2024,Ganga Hospital,A-,68
10-01-2024,Ganga Hospital,A-,74
11-01-2024,Ganga Hospital,A-,83
12-01-2024,Ganga Hospital,A-,68
13-01-2024,Ganga Hospital,A-,76
14-01-2024,Ganga Hospital,A-,82
15-01-2024,Ganga Hospital,A-,72
16-01-2024,Ganga Hospital,A-,68
17-01-2024,Ganga Hospital,A-,68
18-01-2024,Ganga Hospital,A-,79
19-01-2024,Ganga Hospital,A-,81
20-01-2024,Ganga Hospital,A-,68
21-01-2024,Ganga Hospital,A-,73
22-01-2024,Ganga Hospital,A-,69
23-01-2024,Ganga Hospital,A-,74
24-01-2024,Ganga Hospital,A-,80
25-01-2024,Ganga Hospital,A-,73
26-01-2024,Ganga Hospital,A-,73
27-01-2024,Ganga Hospital,A-,67
28-01-2024,Ganga Hospital,A-,83
29-01-2024,Ganga Hospital,A-,75
30-01-2024,Ganga Hospital,A-,79
01-01-2024,Ganga Hospital,B+,98
02-01-2024,Ganga Hospital,B+,91
03-01-2024,Ganga Hospital,B+,91
04-01-2024,Ganga Hospital,B+,85
05-01-2024,Ganga Hospital,B+,89
06-01-2024,Ganga Hospital,B+,101
07-01-2024,Ganga Hospital,B+,101
08-01-2024,Ganga Hospital,B+,99
09-01-2024,Ganga Hospital,B+,95
10-01-2024,Ganga Hospital,B+,99
11-01-2024,Ganga Hospital,B+,95
12-01-2024,Ganga Hospital,B+,101
13-01-2024,Ganga Hospital,B+,96
14-01-2024,Ganga Hospital,B+,85
15-01-2024,Ganga Hospital,B+,94
16-01-2024,Ganga Hospital,B+,89
17-01-2024,Ganga Hospital,B+,99
18-01-2024,Ganga Hospital,B+,93
19-01-2024,Ganga Hospital,B+,95
20-01-2024,Ganga Hospital,B+,83
21-01-2024,Ganga Hospital,B+,99
22-01-2024,Ganga Hospital,B+,83
23-01-2024,Ganga Hospital,B+,92
24-01-2024,Ganga Hospital,B+,90
25-01-2024,Ganga Hospital,B+,93
26-01-2024,Ganga Hospital,B+,98
27-01-2024,Ganga Hospital,B+,96
28-01-2024,Ganga Hospital,B+,98
29-01-2024,Ganga Hospital,B+,99
30-01-2024,Ganga Hospital,B+,87
01-01-2024,Ganga Hospital,B-,95
02-01-2024,Ganga Hospital,B-,85
03-01-2024,Ganga Hospital,B-,86
04-01-2024,Ganga Hospital,B-,83
05-01-2024,Ganga Hospital,B-,82
06-01-2024,Ganga Hospital,B-,89
07-01-2024,Ganga Hospital,B-,88
08-01-2024,Ganga Hospital,B-,78
09-01-2024,Ganga Hospital,B-,88
10-01-2024,Ganga Hospital,B-,96
11-01-2024,Ganga Hospital,B-,86
12-01-2024,Ganga Hospital,B-,79
13-01-2024,Ganga Hospital,B-,89
14-01-2024,Ganga Hospital,B-,81
15-01-2024,Ganga Hospital,B-,81
16-01-2024,Ganga Hospital,B-,95
17-01-2024,Ganga Hospital,B-,92
18-01-2024,Ganga Hospital,B-,96
19-01-2024,Ganga Hospital,B-,90
20-01-2024,Ganga Hospital,B-,96
21-01-2024,Ganga Hospital,B-,94
22-01-2024,Ganga Hospital,B-,83
23-01-2024,Ganga Hospital,B-,93
24-01-2024,Ganga Hospital,B-,89
25-01-2024,Ganga Hospital,B-,96
26-01-2024,Ganga Hospital,B-,82
27-01-2024,Ganga Hospital,B-,94
28-01-2024,Ganga Hospital,B-,78
29-01-2024,Ganga Hospital,B-,87
30-01-2024,Ganga Hospital,B-,92
01-01-2024,Ganga Hospital,O+,76
02-01-2024,Ganga Hospital,O+,87
03-01-2024,Ganga Hospital,O+,86
04-01-2024,Ganga Hospital,O+,92
05-01-2024,Ganga Hospital,O+,79
06-01-2024,Ganga Hospital,O+,90
07-01-2024,Ganga Hospital,O+,84
08-01-2024,Ganga Hospital,O+,95
09-01-2024,Ganga Hospital,O+,94
10-01-2024,Ganga Hospital,O+,94
11-01-2024,Ganga Hospital,O+,87
12-01-2024,Ganga Hospital,O+,80
13-01-2024,Ganga Hospital,O+,85
14-01-2024,Ganga Hospital,O+,92
15-01-2024,Ganga Hospital,O+,80
16-01-2024,Ganga Hospital,O+,91
17-01-2024,Ganga Hospital,O+,82
18-01-2024,Ganga Hospital,O+,84
19-01-2024,Ganga Hospital,O+,78
20-01-2024,Ganga Hospital,O+,90
21-01-2024,Ganga Hospital,O+,91
22-01-2024,Ganga Hospital,O+,93
23-01-2024,Ganga Hospital,O+,89
24-01-2024,Ganga Hospital,O+,78
25-01-2024,Ganga Hospital,O+,87
26-01-2024,Ganga Hospital,O+,84
27-01-2024,Ganga Hospital,O+,82
28-01-2024,Ganga Hospital,O+,84
29-01-2024,Ganga Hospital,O+,88
30-01-2024,Ganga Hospital,O+,93
01-01-2024,Ganga Hospital,O-,71
02-01-2024,Ganga Hospital,O-,85
03-01-2024,Ganga Hospital,O-,78
04-01-2024,Ganga Hospital,O-,78
05-01-2024,Ganga Hospital,O-,75
06-01-2024,Ganga Hospital,O-,80
07-01-2024,Ganga Hospital,O-,70
08-01-2024,Ganga Hospital,O-,73
09-01-2024,Ganga Hospital,O-,82
10-01-2024,Ganga Hospital,O-,82
11-01-2024,Ganga Hospital,O-,82
12-01-2024,Ganga Hospital,O-,71
13-01-2024,Ganga Hospital,O-,78
14-01-2024,Ganga Hospital,O-,77
15-01-2024,Ganga Hospital,O-,76
16-01-2024,Ganga Hospital,O-,73
17-01-2024,Ganga Hospital,O-,87
18-01-2024,Ganga Hospital,O-,72
19-01-2024,Ganga Hospital,O-,75
20-01-2024,Ganga Hospital,O-,81
21-01-2024,Ganga Hospital,O-,81
22-01-2024,Ganga Hospital,O-,77
23-01-2024,Ganga Hospital,O-,70
24-01-2024,Ganga Hospital,O-,73
25-01-2024,Ganga Hospital,O-,80
26-01-2024,Ganga Hospital,O-,72
27-01-2024,Ganga Hospital,O-,82
28-01-2024,Ganga Hospital,O-,86
29-01-2024,Ganga Hospital,O-,79
30-01-2024,Ganga Hospital,O-,81
01-01-2024,Ganga Hospital,AB+,94
02-01-2024,Ganga Hospital,AB+,93
03-01-2024,Ganga Hospital,AB+,85
04-01-2024,Ganga Hospital,AB+,86
05-01-2024,Ganga Hospital,AB+,82
06-01-2024,Ganga Hospital,AB+,97
07-01-2024,Ganga Hospital,AB+,84
08-01-2024,Ganga Hospital,AB+,94
09-01-2024,Ganga Hospital,AB+,90
10-01-2024,Ganga Hospital,AB+,83
11-01-2024,Ganga Hospital,AB+,83
12-01-2024,Ganga Hospital,AB+,95
13-01-2024,Ganga Hospital,AB+,86
14-01-2024,Ganga Hospital,AB+,97
15-01-2024,Ganga Hospital,AB+,92
16-01-2024,Ganga Hospital,AB+,100
17-01-2024,Ganga Hospital,AB+,91
18-01-2024,Ganga Hospital,AB+,84
19-01-2024,Ganga Hospital,AB+,86
20-01-2024,Ganga Hospital,AB+,81
21-01-2024,Ganga Hospital,AB+,100
22-01-2024,Ganga Hospital,AB+,96
23-01-2024,Ganga Hospital,AB+,95
24-01-2024,Ganga Hospital,AB+,97
25-01-2024,Ganga Hospital,AB+,88
26-01-2024,Ganga Hospital,AB+,92
27-01-2024,Ganga Hospital,AB+,90
28-01-2024,Ganga Hospital,AB+,95
29-01-2024,Ganga Hospital,AB+,89
30-01-2024,Ganga Hospital,AB+,82
01-01-2024,Ganga Hospital,AB-,67
02-01-2024,Ganga Hospital,AB-,73
03-01-2024,Ganga Hospital,AB-,86
04-01-2024,Ganga Hospital,AB-,78
05-01-2024,Ganga Hospital,AB-,82
06-01-2024,Ganga Hospital,AB-,82
07-01-2024,Ganga Hospital,AB-,77
08-01-2024,Ganga Hospital,AB-,70
09-01-2024,Ganga Hospital,AB-,79
10-01-2024,Ganga Hospital,AB-,73
11-01-2024,Ganga Hospital,AB-,70
12-01-2024,Ganga Hospital,AB-,81
13-01-2024,Ganga Hospital,AB-,85
14-01-2024,Ganga Hospital,AB-,75
15-01-2024,Ganga Hospital,AB-,77
16-01-2024,Ganga Hospital,AB-,74
17-01-2024,Ganga Hospital,AB-,67
18-01-2024,Ganga Hospital,AB-,74
19-01-2024,Ganga Hospital,AB-,79
20-01-2024,Ganga Hospital,AB-,70
21-01-2024,Ganga Hospital,AB-,74
22-01-2024,Ganga Hospital,AB-,69
23-01-2024,Ganga Hospital,AB-,75
24-01-2024,Ganga Hospital,AB-,68
25-01-2024,Ganga Hospital,AB-,68
26-01-2024,Ganga Hospital,AB-,79
27-01-2024,Ganga Hospital,AB-,81
28-01-2024,Ganga Hospital,AB-,78
29-01-2024,Ganga Hospital,AB-,70
30-01-2024,Ganga Hospital,AB-,74
01-01-2024,Global Care Hospital,A+,192
02-01-2024,Global Care Hospital,A+,190
03-01-2024,Global Care Hospital,A+,183
04-01-2024,Global Care Hospital,A+,187
05-01-2024,Global Care Hospital,A+,181
06-01-2024,Global Care Hospital,A+,189
07-01-2024,Global Care Hospital,A+,184
08-01-2024,Global Care Hospital,A+,179
09-01-2024,Global Care Hospital,A+,182
10-01-2024,Global Care Hospital,A+,182
11-01-2024,Global Care Hospital,A+,185
12-01-2024,Global Care Hospital,A+,191
13-01-2024,Global Care Hospital,A+,183
14-01-2024,Global Care Hospital,A+,185
15-01-2024,Global Care Hospital,A+,180
16-01-2024,Global Care Hospital,A+,180
17-01-2024,Global Care Hospital,A+,176
18-01-2024,Global Care Hospital,A+,187
19-01-2024,Global Care Hospital,A+,183
20-01-2024,Global Care Hospital,A+,183
21-01-2024,Global Care Hospital,A+,173
22-01-2024,Global Care Hospital,A+,189
23-01-2024,Global Care Hospital,A+,187
24-01-2024,Global Care Hospital,A+,192
25-01-2024,Global Care Hospital,A+,178
26-01-2024,Global Care Hospital,A+,187
27-01-2024,Global Care Hospital,A+,181
28-01-2024,Global Care Hospital,A+,186
29-01-2024,Global Care Hospital,A+,190
30-01-2024,Global Care Hospital,A+,189
01-01-2024,Global Care Hospital,A-,198
02-01-2024,Global Care Hospital,A-,187
03-01-2024,Global Care Hospital,A-,189
04-01-2024,Global Care Hospital,A-,179
05-01-2024,Global Care Hospital,A-,196
06-01-2024,Global Care Hospital,A-,184
07-01-2024,Global Care Hospital,A-,180
08-01-2024,Global Care Hospital,A-,193
09-01-2024,Global Care Hospital,A-,192
10-01-2024,Global Care Hospital,A-,183
11-01-2024,Global Care Hospital,A-,184
12-01-2024,Global Care Hospital,A-,184
13-01-2024,Global Care Hospital,A-,196
14-01-2024,Global Care Hospital,A-,192
15-01-2024,Global Care Hospital,A-,188
16-01-2024,Global Care Hospital,A-,192
17-01-2024,Global Care Hospital,A-,191
18-01-2024,Global Care Hospital,A-,181
19-01-2024,Global Care Hospital,A-,184
20-01-2024,Global Care Hospital,A-,186
21-01-2024,Global Care Hospital,A-,190
22-01-2024,Global Care Hospital,A-,191
23-01-2024,Global Care Hospital,A-,189
24-01-2024,Global Care Hospital,A-,190
25-01-2024,Global Care Hospital,A-,179
26-01-2024,Global Care Hospital,A-,195
27-01-2024,Global Care Hospital,A-,194
28-01-2024,Global Care Hospital,A-,189
29-01-2024,Global Care Hospital,A-,191
30-01-2024,Global Care Hospital,A-,196
01-01-2024,Global Care Hospital,B+,188
02-01-2024,Global Care Hospital,B+,182
03-01-2024,Global Care Hospital,B+,185
04-01-2024,Global Care Hospital,B+,192
05-01-2024,Global Care Hospital,B+,180
06-01-2024,Global Care Hospital,B+,179
07-01-2024,Global Care Hospital,B+,192
08-01-2024,Global Care Hospital,B+,188
09-01-2024,Global Care Hospital,B+,187
10-01-2024,Global Care Hospital,B+,181
11-01-2024,Global Care Hospital,B+,194
12-01-2024,Global Care Hospital,B+,195
13-01-2024,Global Care Hospital,B+,182
14-01-2024,Global Care Hospital,B+,194
15-01-2024,Global Care Hospital,B+,182
16-01-2024,Global Care Hospital,B+,180
17-01-2024,Global Care Hospital,B+,188
18-01-2024,Global Care Hospital,B+,195
19-01-2024,Global Care Hospital,B+,178
20-01-2024,Global Care Hospital,B+,193
21-01-2024,Global Care Hospital,B+,187
22-01-2024,Global Care Hospital,B+,187
23-01-2024,Global Care Hospital,B+,192
24-01-2024,Global Care Hospital,B+,178
25-01-2024,Global Care Hospital,B+,178
26-01-2024,Global Care Hospital,B+,184
27-01-2024,Global Care Hospital,B+,189
28-01-2024,Global Care Hospital,B+,186
29-01-2024,Global Care Hospital,B+,184
30-01-2024,Global Care Hospital,B+,180
01-01-2024,Global Care Hospital,B-,189
02-01-2024,Global Care Hospital,B-,185
03-01-2024,Global Care Hospital,B-,195
04-01-2024,Global Care Hospital,B-,198
05-01-2024,Global Care Hospital,B-,196
06-01-2024,Global Care Hospital,B-,190
07-01-2024,Global Care Hospital,B-,187
08-01-2024,Global Care Hospital,B-,183
09-01-2024,Global Care Hospital,B-,188
10-01-2024,Global Care Hospital,B-,182
11-01-2024,Global Care Hospital,B-,183
12-01-2024,Global Care Hospital,B-,188
13-01-2024,Global Care Hospital,B-,189
14-01-2024,Global Care Hospital,B-,188
15-01-2024,Global Care Hospital,B-,186
16-01-2024,Global Care Hospital,B-,180
17-01-2024,Global Care Hospital,B-,186
18-01-2024,Global Care Hospital,B-,194
19-01-2024,Global Care Hospital,B-,183
20-01-2024,Global Care Hospital,B-,181
21-01-2024,Global Care Hospital,B-,190
22-01-2024,Global Care Hospital,B-,191
23-01-2024,Global Care Hospital,B-,191
24-01-2024,Global Care Hospital,B-,188
25-01-2024,Global Care Hospital,B-,182
26-01-2024,Global Care Hospital,B-,187
27-01-2024,Global Care Hospital,B-,180
28-01-2024,Global Care Hospital,B-,197
29-01-2024,Global Care Hospital,B-,179
30-01-2024,Global Care Hospital,B-,185
01-01-2024,Global Care Hospital,O+,205
02-01-2024,Global Care Hospital,O+,188
03-01-2024,Global Care Hospital,O+,188
04-01-2024,Global Care Hospital,O+,202
05-01-2024,Global Care Hospital,O+,192
06-01-2024,Global Care Hospital,O+,199
07-01-2024,Global Care Hospital,O+,202
08-01-2024,Global Care Hospital,O+,203
09-01-2024,Global Care Hospital,O+,198
10-01-2024,Global Care Hospital,O+,205
11-01-2024,Global Care Hospital,O+,205
12-01-2024,Global Care Hospital,O+,203
13-01-2024,Global Care Hospital,O+,189
14-01-2024,Global Care Hospital,O+,186
15-01-2024,Global Care Hospital,O+,203
16-01-2024,Global Care Hospital,O+,186
17-01-2024,Global Care Hospital,O+,198
18-01-2024,Global Care Hospital,O+,205
19-01-2024,Global Care Hospital,O+,205
20-01-2024,Global Care Hospital,O+,195
21-01-2024,Global Care Hospital,O+,196
22-01-2024,Global Care Hospital,O+,194
23-01-2024,Global Care Hospital,O+,194
24-01-2024,Global Care Hospital,O+,190
25-01-2024,Global Care Hospital,O+,186
26-01-2024,Global Care Hospital,O+,202
27-01-2024,Global Care Hospital,O+,187
28-01-2024,Global Care Hospital,O+,198
29-01-2024,Global Care Hospital,O+,194
30-01-2024,Global Care Hospital,O+,189
01-01-2024,Global Care Hospital,O-,193
02-01-2024,Global Care Hospital,O-,177
03-01-2024,Global Care Hospital,O-,186
04-01-2024,Global Care Hospital,O-,193
05-01-2024,Global Care Hospital,O-,193
06-01-2024,Global Care Hospital,O-,187
07-01-2024,Global Care Hospital,O-,181
08-01-2024,Global Care Hospital,O-,189
09-01-2024,Global Care Hospital,O-,181
10-01-2024,Global Care Hospital,O-,182
11-01-2024,Global Care Hospital,O-,179
12-01-2024,Global Care Hospital,O-,188
13-01-2024,Global Care Hospital,O-,178
14-01-2024,Global Care Hospital,O-,184
15-01-2024,Global Care Hospital,O-,194
16-01-2024,Global Care Hospital,O-,189
17-01-2024,Global Care Hospital,O-,192
18-01-2024,Global Care Hospital,O-,194
19-01-2024,Global Care Hospital,O-,187
20-01-2024,Global Care Hospital,O-,182
21-01-2024,Global Care Hospital,O-,183
22-01-2024,Global Care Hospital,O-,190
23-01-2024,Global Care Hospital,O-,193
24-01-2024,Global Care Hospital,O-,190
25-01-2024,Global Care Hospital,O-,181
26-01-2024,Global Care Hospital,O-,188
27-01-2024,Global Care Hospital,O-,188
28-01-2024,Global Care Hospital,O-,178
29-01-2024,Global Care Hospital,O-,189
30-01-2024,Global Care Hospital,O-,177
01-01-2024,Global Care Hospital,AB+,186
02-01-2024,Global Care Hospital,AB+,179
03-01-2024,Global Care Hospital,AB+,175
04-01-2024,Global Care Hospital,AB+,173
05-01-2024,Global Care Hospital,AB+,181
06-01-2024,Global Care Hospital,AB+,175
07-01-2024,Global Care Hospital,AB+,174
08-01-2024,Global Care Hospital,AB+,173
09-01-2024,Global Care Hospital,AB+,188
10-01-2024,Global Care Hospital,AB+,191
11-01-2024,Global Care Hospital,AB+,184
12-01-2024,Global Care Hospital,AB+,176
13-01-2024,Global Care Hospital,AB+,180
14-01-2024,Global Care Hospital,AB+,177
15-01-2024,Global Care Hospital,AB+,176
16-01-2024,Global Care Hospital,AB+,181
17-01-2024,Global Care Hospital,AB+,179
18-01-2024,Global Care Hospital,AB+,178
19-01-2024,Global Care Hospital,AB+,178
20-01-2024,Global Care Hospital,AB+,177
21-01-2024,Global Care Hospital,AB+,191
22-01-2024,Global Care Hospital,AB+,174
23-01-2024,Global Care Hospital,AB+,190
24-01-2024,Global Care Hospital,AB+,186
25-01-2024,Global Care Hospital,AB+,175
26-01-2024,Global Care Hospital,AB+,183
27-01-2024,Global Care Hospital,AB+,177
28-01-2024,Global Care Hospital,AB+,190
29-01-2024,Global Care Hospital,AB+,175
30-01-2024,Global Care Hospital,AB+,186
01-01-2024,Global Care Hospital,AB-,198
02-01-2024,Global Care Hospital,AB-,185
03-01-2024,Global Care Hospital,AB-,196
04-01-2024,Global Care Hospital,AB-,199
05-01-2024,Global Care Hospital,AB-,194
06-01-2024,Global Care Hospital,AB-,196
07-01-2024,Global Care Hospital,AB-,195
08-01-2024,Global Care Hospital,AB-,184
09-01-2024,Global Care Hospital,AB-,187
10-01-2024,Global Care Hospital,AB-,196
11-01-2024,Global Care Hospital,AB-,188
12-01-2024,Global Care Hospital,AB-,197
13-01-2024,Global Care Hospital,AB-,196
14-01-2024,Global Care Hospital,AB-,190
15-01-2024,Global Care Hospital,AB-,190
16-01-2024,Global Care Hospital,AB-,182
17-01-2024,Global Care Hospital,AB-,189
18-01-2024,Global Care Hospital,AB-,197
19-01-2024,Global Care Hospital,AB-,191
20-01-2024,Global Care Hospital,AB-,190
21-01-2024,Global Care Hospital,AB-,197
22-01-2024,Global Care Hospital,AB-,184
23-01-2024,Global Care Hospital,AB-,196
24-01-2024,Global Care Hospital,AB-,200
25-01-2024,Global Care Hospital,AB-,195
26-01-2024,Global Care Hospital,AB-,185
27-01-2024,Global Care Hospital,AB-,186
28-01-2024,Global Care Hospital,AB-,197
29-01-2024,Global Care Hospital,AB-,181
30-01-2024,Global Care Hospital,AB-,199
01-01-2024,Grace Hospital,A+,86
02-01-2024,Grace Hospital,A+,92
03-01-2024,Grace Hospital,A+,99
04-01-2024,Grace Hospital,A+,91
05-01-2024,Grace Hospital,A+,90
06-01-2024,Grace Hospital,A+,85
07-01-2024,Grace Hospital,A+,99
08-01-2024,Grace Hospital,A+,91
09-01-2024,Grace Hospital,A+,101
10-01-2024,Grace Hospital,A+,86
11-01-2024,Grace Hospital,A+,93
12-01-2024,Grace Hospital,A+,93
13-01-2024,Grace Hospital,A+,97
14-01-2024,Grace Hospital,A+,90
15-01-2024,Grace Hospital,A+,90
16-01-2024,Grace Hospital,A+,104
17-01-2024,Grace Hospital,A+,104
18-01-2024,Grace Hospital,A+,87
19-01-2024,Grace Hospital,A+,101
20-01-2024,Grace Hospital,A+,101
21-01-2024,Grace Hospital,A+,96
22-01-2024,Grace Hospital,A+,100
23-01-2024,Grace Hospital,A+,99
24-01-2024,Grace Hospital,A+,97
25-01-2024,Grace Hospital,A+,85
26-01-2024,Grace Hospital,A+,101
27-01-2024,Grace Hospital,A+,87
28-01-2024,Grace Hospital,A+,99
29-01-2024,Grace Hospital,A+,88
30-01-2024,Grace Hospital,A+,88
01-01-2024,Grace Hospital,A-,90
02-01-2024,Grace Hospital,A-,99
03-01-2024,Grace Hospital,A-,82
04-01-2024,Grace Hospital,A-,87
05-01-2024,Grace Hospital,A-,93
06-01-2024,Grace Hospital,A-,80
07-01-2024,Grace Hospital,A-,93
08-01-2024,Grace Hospital,A-,81
09-01-2024,Grace Hospital,A-,83
10-01-2024,Grace Hospital,A-,98
11-01-2024,Grace Hospital,A-,85
12-01-2024,Grace Hospital,A-,80
13-01-2024,Grace Hospital,A-,96
14-01-2024,Grace Hospital,A-,87
15-01-2024,Grace Hospital,A-,98
16-01-2024,Grace Hospital,A-,80
17-01-2024,Grace Hospital,A-,84
18-01-2024,Grace Hospital,A-,95
19-01-2024,Grace Hospital,A-,85
20-01-2024,Grace Hospital,A-,87
21-01-2024,Grace Hospital,A-,92
22-01-2024,Grace Hospital,A-,95
23-01-2024,Grace Hospital,A-,82
24-01-2024,Grace Hospital,A-,98
25-01-2024,Grace Hospital,A-,91
26-01-2024,Grace Hospital,A-,95
27-01-2024,Grace Hospital,A-,90
28-01-2024,Grace Hospital,A-,89
29-01-2024,Grace Hospital,A-,99
30-01-2024,Grace Hospital,A-,83
01-01-2024,Grace Hospital,B+,94
02-01-2024,Grace Hospital,B+,80
03-01-2024,Grace Hospital,B+,83
04-01-2024,Grace Hospital,B+,82
05-01-2024,Grace Hospital,B+,89
06-01-2024,Grace Hospital,B+,78
07-01-2024,Grace Hospital,B+,93
08-01-2024,Grace Hospital,B+,91
09-01-2024,Grace Hospital,B+,94
10-01-2024,Grace Hospital,B+,94
11-01-2024,Grace Hospital,B+,93
12-01-2024,Grace Hospital,B+,95
